OBJID,mass,star_forming,has_agn,classification
,9902115780.183634,1,0,spiral
,24466395959.82306,1,0,spiral
,6314776731.161059,1,0,spiral
,37880787593.26423,0,0,spiral
,23152292469.48706,0,0,spiral
,8364269162.818471,1,0,spiral
,100753235132.3609,0,0,spiral
,11923945984.221424,0,0,spiral
,85639278546.89447,0,1,spiral
,8275971758.888443,1,0,spiral
,17991857387.293545,0,0,spiral
,22029213906.336647,1,0,spiral
,4366706473.737395,1,0,spiral
,24643761665.655724,0,0,spiral
,6622668243.3859415,0,0,spiral
,28882314984.353275,1,0,spiral
,14617462891.746935,1,0,spiral
,17073163525.956112,0,0,spiral
,7438613603.487252,1,0,spiral
,14014544922.445091,1,0,spiral
,23794084523.91152,1,0,spiral
,237359161984.44598,0,0,spiral
,111386869915.5024,0,1,spiral
,14687808447.504921,0,0,spiral
,16658120526.07669,0,0,spiral
,20502555679.57395,0,0,spiral
,40602053581.97685,0,0,spiral
,24654545452.456318,1,0,spiral
,6405897716.984392,0,0,spiral
,29004407623.08195,1,0,spiral
,15418211541.545673,1,0,spiral
,33945952563.71718,1,0,spiral
,99984113424.90837,0,0,spiral
,38777695853.31196,1,0,spiral
,16852603382.353691,0,1,spiral
,9854690744.636192,1,0,spiral
,26369931399.970837,1,0,spiral
,39076890686.93997,1,0,spiral
,50180963992.98854,1,0,spiral
,25146120942.47921,0,0,spiral
,16339659421.535885,1,0,spiral
,23889441681.3907,0,0,spiral
,8889738787.013746,1,0,spiral
,41397489055.51476,0,0,spiral
,26552107640.168976,1,0,spiral
,45899082046.42143,0,0,spiral
,33269862041.117218,1,0,spiral
,11275530913.900097,0,0,spiral
,30589191616.893585,0,1,spiral
,31428307955.472294,1,0,spiral
,101483631578.71617,0,0,spiral
,2203535238.2311606,1,0,spiral
,18860404376.848686,1,0,spiral
,33362685382.86813,0,0,spiral
,25045689950.89799,1,0,spiral
,14223418873.153961,0,0,spiral
,180640031369.74878,0,0,spiral
,41846486521.27019,0,0,spiral
,26107242308.85786,1,0,spiral
,13833497629.369162,0,0,spiral
,186859421509.9089,0,0,spiral
,21441047551.945415,0,0,spiral
,5298427547.2359295,0,0,spiral
,6373837690.670228,1,0,spiral
,10704860199.910149,0,0,spiral
,14345146901.561718,1,0,spiral
,45751359116.63413,0,0,elliptical
,8275971758.888443,0,1,spiral
,15089887431.147926,0,0,spiral
,10041763758.702192,0,0,spiral
,44693153594.17747,1,0,spiral
,18732813094.683743,1,0,spiral
,6345166168.9131,1,0,spiral
,49499521416.422455,0,0,spiral
,12575984690.414595,1,0,spiral
,5744258823.281413,1,0,irregular
,29133455562.674934,0,0,spiral
,37487027085.853386,0,0,spiral
,7326524394.827,1,0,spiral
,5828918727.470752,0,0,spiral
,16605157529.088177,0,0,irregular
,19075590905.657467,1,0,spiral
,463467195573.2169,0,0,irregular
,82228809001.06625,0,0,spiral
,64547585282.301384,0,0,spiral
,21861099453.46306,1,0,spiral
,10462633198.830206,1,0,irregular
,13540945807.684942,1,0,spiral
,19222328727.75201,0,1,elliptical
,14014544922.445091,1,0,spiral
,4226705607.3098555,1,0,spiral
,19948350944.156372,0,0,spiral
,45107732884.76771,0,0,spiral
,27789133170.953247,0,0,spiral
,36384633109.59181,0,0,spiral
,19415742340.834187,1,0,spiral
,11598317680.566008,1,0,spiral
,53137730273.04,0,1,spiral
,54547644319.52051,1,0,spiral
,12463413388.220228,0,0,irregular
,17379849044.747643,0,0,spiral
,14349309401.454613,0,0,spiral
,210093201933.59845,0,0,spiral
,37637346734.02619,0,0,spiral
,11565595525.688856,0,0,spiral
,188604043768.48688,0,0,spiral
,39124337804.13238,1,0,spiral
,22422033649.804363,1,0,spiral
,23938944617.44044,0,0,spiral
,43518909074.75092,0,0,spiral
,7046735978.470841,0,0,spiral
,7148418992.22274,1,0,spiral
,23717504955.851223,1,0,spiral
,4528214593.305265,1,0,spiral
,20199610722.21774,1,0,spiral
,63698909873.98988,0,0,spiral
,15335078377.470009,1,0,spiral
,6958682153.418815,1,0,spiral
,16974383112.698097,1,0,spiral
,17042605848.411116,1,0,spiral
,6692232180.850414,1,0,spiral
,42578170820.98556,1,0,spiral
,262761056866.33054,0,0,spiral
,43781234176.26517,0,0,spiral
,30284471562.000637,1,0,spiral
,9520549162.534594,0,0,spiral
,70818545043.81697,0,0,spiral
,15246354024.940521,1,0,spiral
,89637760988.59727,1,0,spiral
,47942425273.58988,0,0,spiral
,34057596826.24699,1,0,spiral
,16274213156.42231,1,0,spiral
,11350108156.723143,0,0,spiral
,24279067358.69864,1,0,spiral
,11015672101.626827,0,0,spiral
,34400281781.24676,0,0,spiral
,14676246584.851177,1,0,spiral
,10747884729.48595,1,0,spiral
,13028037500.866945,1,0,spiral
,30589191616.893585,1,0,spiral
,24753407989.34904,1,0,spiral
,4868867993.978311,1,0,spiral
,14486651080.223219,0,0,spiral
,8234571408.263491,1,0,irregular
,11159840819.3904,0,0,spiral
,7119803374.164672,1,0,spiral
,38528491013.667076,0,0,spiral
,54967248753.659454,0,0,spiral
,9397557680.18452,1,0,spiral
,54967248753.659454,0,0,spiral
,134114273080.17787,0,0,spiral
,35158229764.911835,1,0,spiral
,13933428713.707642,1,0,spiral
,36502112561.69908,0,0,spiral
,19213920968.006012,0,0,spiral
,8989944280.64885,1,0,spiral
,80354092382.0112,0,0,spiral
,5452265552.712942,0,0,spiral
,7148418992.22274,0,0,elliptical
,86059734119.28206,0,0,spiral
,33136985672.543198,0,0,spiral
,11035423386.085142,0,0,spiral
,7533017910.28879,1,0,spiral
,15307631537.903717,1,0,spiral
,10632637312.296734,1,0,spiral
,172704637703.74048,0,0,spiral
,6256205417.531925,1,0,spiral
,49060955254.50108,1,0,spiral
,3572037421.409749,1,0,spiral
,37758870973.66238,0,0,spiral
,5598697461.146888,1,0,spiral
,83544141390.77855,0,0,spiral
,33836699930.68946,1,0,spiral
,23630831311.915447,0,0,spiral
,5491651890.382688,0,0,spiral
,17761351127.227142,0,0,spiral
,8349298730.444389,1,0,spiral
,83965136820.8925,0,0,spiral
,6115077986.080281,0,0,spiral
,21790741060.31761,1,0,spiral
,17304019665.73966,0,0,spiral
,84938189588.17009,0,1,spiral
,5469668426.182557,0,0,spiral
,18853978174.35692,0,0,spiral
,26540493868.239975,1,0,spiral
,25045689950.89799,1,0,spiral
,12480816557.641434,1,0,elliptical
,47751058164.31546,0,0,spiral
,42422572446.53411,0,0,spiral
,579504749898.7742,0,1,spiral
,11341173645.350517,1,0,spiral
,35747279830.84194,0,0,elliptical
,17507252683.699707,1,0,spiral
,22992066134.55929,1,0,spiral
,35428682307.63609,1,0,spiral
,23992361696.44631,0,1,spiral
,25752773015.61072,1,0,spiral
,214504298730.6662,0,0,spiral
,18785077883.449467,1,0,spiral
,19083938133.98295,0,0,spiral
,11785146891.68545,0,0,spiral
,23361945152.972767,0,0,spiral
,4457578499.593838,1,0,spiral
,15307631537.903717,0,1,spiral
,12150299968.596085,1,0,spiral
,30578769128.835304,0,0,spiral
,28163783684.15162,1,0,spiral
,12553447192.238047,1,0,spiral
,15089887431.147926,1,0,spiral
,289110590008.48206,0,0,spiral
,9255587694.354803,1,0,spiral
,22260606873.982635,0,0,spiral
,64575830458.81385,0,1,spiral
,5331347610.636056,1,0,spiral
,39233495208.340515,1,0,spiral
,39518003922.390976,1,0,spiral
,19732358628.16478,1,0,spiral
,233019893805.0407,0,0,spiral
,13833497629.369162,1,0,spiral
,12097287442.47989,1,0,spiral
,9575952871.433733,1,0,spiral
,90579099751.9445,1,0,spiral
,9140290524.064348,1,0,spiral
,16605157529.088177,1,0,spiral
,6278862896.086025,1,0,spiral
,15598218512.595549,1,0,spiral
,182995327145.88202,0,0,spiral
,3283439360.3291235,1,0,irregular
,28355610360.3008,0,0,spiral
,46646493218.61677,0,0,spiral
,14428626785.912987,0,0,spiral
,9393533748.15467,1,0,spiral
,5220619004.563765,1,0,irregular
,16047892260.623066,0,0,spiral
,512037772953.9625,0,0,spiral
,8195132883.161946,1,0,spiral
,12700037402.92345,0,0,irregular
,12876386379.246874,1,0,spiral
,15971032741.120714,0,0,spiral
,18565856954.723263,1,0,spiral
,16522052582.544632,1,0,spiral
,182995327145.88202,0,0,elliptical
,16063974275.65836,0,0,spiral
,15041875855.093653,0,0,spiral
,392334952083.40515,0,0,spiral
,13989461583.670301,0,0,spiral
,241903415317.93253,0,0,spiral
,26859813942.98167,1,0,irregular
,9343164601.092297,1,0,spiral
,16063974275.65836,0,0,spiral
,41246205384.11207,1,0,spiral
,41563393605.40986,0,0,elliptical
,26296563650.15701,0,0,spiral
,8092430905.256854,1,0,spiral
,32591023543.79286,0,0,spiral
,45879005995.289764,1,0,spiral
,10951938591.380808,0,0,spiral
,586391950444.2623,0,0,spiral
,16186464533.38068,0,0,spiral
,26095883206.937576,1,0,spiral
,12005382457.328268,1,0,spiral
,26713758776.285694,1,0,spiral
,379101934001.2738,0,0,spiral
,45849330668.089935,0,0,spiral
,20692739954.01799,0,0,spiral
,26487257889.054848,0,1,spiral
,26369931399.970837,0,0,spiral
,12740544820.064585,1,0,spiral
,58854137560.408806,0,1,spiral
,13900070405.09791,0,0,elliptical
,40180098771.06684,0,0,spiral
,44837459768.19811,0,1,spiral
,21658880243.622936,1,0,spiral
,79297774687.99176,0,1,spiral
,19804733374.663357,0,0,spiral
,12849611581.58238,0,0,spiral
,86963698162.54541,0,0,spiral
,9140290524.064348,0,0,spiral
,6504141785.664608,1,0,spiral
,25238352396.555706,0,0,spiral
,58710394689.803116,0,0,spiral
,13760968477.292738,1,0,spiral
,12872651150.224646,1,0,spiral
,4994177802.226927,1,0,spiral
,6303474495.882539,1,0,spiral
,25585741042.09327,0,0,spiral
,33945952563.71718,1,0,spiral
,24643761665.655724,0,0,spiral
,31088087098.04326,1,0,spiral
,8619141290.419588,1,0,spiral
,14981662180.59946,0,0,spiral
,6317481808.188659,0,0,spiral
,27982789144.833256,0,0,spiral
,14255025548.226183,0,0,irregular
,8708492857.939129,0,0,spiral
,15764710505.085999,1,0,spiral
,15626186379.471302,0,0,spiral
,14081988976.079195,0,0,spiral
,43485052626.193504,0,0,elliptical
,15150570965.513592,1,0,spiral
,119789568355.76297,0,0,spiral
,25238352396.555706,0,0,spiral
,23395428287.712738,0,0,spiral
,6391679648.839953,1,0,spiral
,4192180755.6615696,1,0,spiral
,53309302470.01386,1,0,spiral
,10829838992.353477,0,0,spiral
,9221190623.622494,1,0,spiral
,65515641832.48483,0,0,spiral
,15219030941.739092,1,0,spiral
,59064291664.11583,1,0,spiral
,12299600345.175997,1,0,spiral
,12649169144.69478,0,0,spiral
,14808770409.129242,1,0,spiral
,4884408743.565847,1,0,spiral
,6197749229.019272,1,0,elliptical
,4968222073.0548315,1,0,elliptical
,9516472566.889147,1,0,spiral
,8207842231.891123,1,0,spiral
,20084221390.371605,0,0,spiral
,8275971758.888443,1,0,spiral
,20012760590.18205,1,0,spiral
,25238352396.555706,1,0,spiral
,16725110663.28109,0,0,spiral
,49576173154.17395,1,0,spiral
,11179850600.772758,0,0,spiral
,27302348129.400677,0,0,spiral
,5430439754.759949,1,0,spiral
,13342094120.027466,1,0,spiral
,7349909641.89219,0,0,spiral
,60759753041.36622,1,0,spiral
,14782265559.555695,0,0,spiral
,22945894898.049824,0,0,spiral
,32370544152.262695,1,0,spiral
,37246116728.28515,1,0,spiral
,6686964228.888861,1,0,spiral
,12162504109.02292,0,0,spiral
,37499804189.15967,0,0,spiral
,49416615768.28614,1,0,spiral
,7647737978.0370655,0,0,spiral
,12947562019.851135,0,0,spiral
,13342094120.027466,1,0,spiral
,7024315340.682226,1,0,spiral
,26561157678.24057,0,0,spiral
,10897151780.7299,1,0,spiral
,19598913673.712677,0,0,spiral
,21286732371.315247,1,0,spiral
,6017304650.898404,1,0,irregular
,2224385216.2578454,1,0,spiral
,23717504955.851223,0,0,spiral
,7489434035.447606,1,0,spiral
,23949364840.033398,0,0,spiral
,44917854084.050995,0,0,spiral
,9107601081.59118,1,0,spiral
,109718282333.61249,0,0,spiral
,18677769004.31029,1,0,spiral
,42684971914.07303,0,1,spiral
,23641171853.681995,0,0,spiral
,37487027085.853386,0,0,spiral
,36006424722.03093,0,0,spiral
,6826121277.791379,1,0,spiral
,28923710100.979527,0,0,spiral
,11649143629.925966,1,0,spiral
,13288684789.957575,0,0,spiral
,54723768875.98064,0,0,spiral
,12010082757.705734,0,0,spiral
,6002884675.752732,0,0,spiral
,16245085446.307234,0,0,spiral
,190225178369.45627,0,0,spiral
,6220008812.513126,1,0,spiral
,76283743993.81966,0,0,spiral
,118584793048.06822,0,0,spiral
,14280585047.634426,0,0,spiral
,24803159153.39948,0,0,spiral
,37229825445.09267,0,1,spiral
,10383146937.686342,0,0,spiral
,12649169144.69478,1,0,spiral
,15535777759.776173,1,0,spiral
,11860937023.648388,0,0,spiral
,19256794684.903824,1,0,spiral
,55817322501.39481,0,0,spiral
,77120529017.5043,0,0,spiral
,15710897672.376728,0,0,spiral
,6968190257.252207,1,0,spiral
,16092814305.444796,0,0,spiral
,8953956908.870804,0,0,elliptical
,6731192332.989226,0,1,spiral
,16274213156.42231,1,0,spiral
,23717504955.851223,0,0,spiral
,8970011503.479559,1,0,spiral
,6989176371.328912,1,0,spiral
,54967248753.659454,1,0,spiral
,3687482772.3594947,1,0,spiral
,7902836554.378158,1,0,spiral
,23385195233.071766,0,0,spiral
,19284394178.30528,0,0,spiral
,49748386529.22611,1,0,spiral
,48118269476.56046,0,0,spiral
,14204011001.307951,0,0,spiral
,8228070420.927473,1,0,spiral
,24913514676.799168,0,0,spiral
,25585741042.09327,1,0,spiral
,27961019346.80023,1,0,spiral
,5637246167.191491,1,0,spiral
,49593070730.086555,1,0,spiral
,38825763071.87235,0,0,spiral
,16222433404.83389,1,0,spiral
,9322448653.113571,1,0,spiral
,19875451359.227173,0,0,spiral
,11295774139.009512,1,0,spiral
,18299532714.588203,0,0,spiral
,15177736192.84471,0,0,spiral
,25274233879.96062,1,0,spiral
,107383115507.36618,0,0,spiral
,18677769004.31029,0,0,spiral
,41563393605.40986,0,0,spiral
,26725448366.665375,1,0,spiral
,8367852186.150575,1,0,spiral
,10179489529.574488,1,0,spiral
,62426501942.205696,1,0,spiral
,18990701172.311516,0,0,spiral
,73266424853.99681,0,0,spiral
,24833332302.44071,0,0,spiral
,46666905112.08881,0,0,elliptical
,6513028821.18107,1,0,spiral
,14981662180.59946,0,0,spiral
,12053661746.504305,1,0,spiral
,57241631036.311195,0,0,spiral
,27961019346.80023,1,0,spiral
,8822466135.048285,1,0,spiral
,40292201761.91192,0,0,spiral
,15739103815.45606,0,0,spiral
,79553812974.69405,0,0,spiral
,5440176624.134825,1,0,spiral
,15096351524.745604,1,0,spiral
,47275376909.07788,0,0,spiral
,38005285556.88803,1,0,spiral
,29321892688.832363,0,0,spiral
,6220008812.513126,0,0,spiral
,33727798919.487537,1,0,spiral
,7696920485.128456,1,0,spiral
,11275530913.900097,1,0,spiral
,17172558321.367638,1,0,spiral
,14255025548.226183,1,0,spiral
,48273634735.22418,0,0,spiral
,10304572994.516537,1,0,spiral
,70394219819.38594,0,0,spiral
,12255245060.75119,0,0,spiral
,7652388317.133979,1,0,spiral
,6592300563.8407,0,1,elliptical
,9516472566.889147,0,0,spiral
,5711024194.001275,0,0,spiral
,3941277372.7012315,1,0,spiral
,12211387140.466795,0,0,spiral
,27921002016.630318,1,0,spiral
,156531230764.179,1,0,spiral
,31515993337.707973,0,1,spiral
,6184007391.419778,1,0,spiral
,17397265848.718575,1,0,spiral
,53869134758.421974,1,0,spiral
,10881956863.172,1,0,spiral
,13371742352.804373,0,0,spiral
,30910497853.975822,1,0,spiral
,498196876096.09064,0,0,spiral
,21182684608.470703,0,0,spiral
,62515253991.39911,0,0,spiral
,16274213156.42231,1,0,spiral
,46817584175.62615,1,0,spiral
,20836894843.439175,1,0,spiral
,28573668373.88637,0,0,spiral
,14302731965.56909,1,0,spiral
,41264254182.474525,0,0,spiral
,32486131653.41081,0,0,spiral
,22090726561.35935,0,0,spiral
,63876777730.96682,0,0,spiral
,22707430833.09027,1,0,spiral
,36006424722.03093,1,0,spiral
,7379450093.505908,0,0,spiral
,5528737875.848215,1,0,spiral
,7611127548.864923,1,0,spiral
,7703001811.61694,1,0,spiral
,19213920968.006012,0,0,spiral
,26994357800.22287,0,0,spiral
,94309403938.26353,0,0,spiral
,41939862278.3199,1,0,spiral
,21815943491.064106,1,0,spiral
,20346044966.933327,0,0,elliptical
,18167785763.740772,1,0,spiral
,3896458005.9987936,1,0,irregular
,35401119820.76527,0,0,spiral
,12924388375.16631,0,0,spiral
,20987997316.59969,0,0,spiral
,22992066134.55929,0,0,spiral
,30039520773.471123,1,0,spiral
,29004407623.08195,0,0,spiral
,81233656089.52563,1,0,spiral
,38652892598.29133,0,0,spiral
,883818321056.8401,0,1,spiral
,10617420064.576765,1,0,spiral
,38652892598.29133,0,0,spiral
,16222433404.83389,0,0,spiral
,15250742909.95911,1,0,spiral
,6948739007.202256,1,0,spiral
,17475918070.08847,1,0,spiral
,18611312441.57575,1,0,spiral
,11377373094.559069,1,0,spiral
,28305380673.435123,0,0,spiral
,58029656524.72126,0,0,spiral
,4406137035.0906315,1,0,spiral
,5220619004.563765,1,0,spiral
,5367771251.242459,1,0,spiral
,10383146937.686342,1,0,spiral
,5974148311.4994955,0,0,elliptical
,19868679305.325294,0,0,spiral
,13516710120.197062,1,0,spiral
,78468797990.1433,0,0,spiral
,17483404273.72159,1,0,spiral
,7326524394.827,0,0,elliptical
,90902536137.42279,0,0,spiral
,9006063401.21756,0,0,irregular
,21861099453.46306,0,0,spiral
,29309067425.435963,0,0,spiral
,19948350944.156372,0,0,irregular
,12553447192.238047,0,0,spiral
,84241288322.63597,0,0,spiral
,29344654462.492615,0,0,spiral
,17704635907.426224,0,0,spiral
,14183715124.138418,1,0,spiral
,9049404474.825346,1,0,spiral
,17444639539.406292,1,0,spiral
,3846121503.5669303,1,0,spiral
,13342094120.027466,1,0,irregular
,7569270051.673279,1,0,spiral
,166216831753.93735,0,0,spiral
,9925879532.773266,0,0,spiral
,9736099419.22075,0,0,spiral
,44817848065.85491,0,0,spiral
,5109448192.969915,1,0,spiral
,8658108023.163002,1,0,spiral
,16852603382.353691,1,0,spiral
,12162504109.02292,0,0,spiral
,86683811687.58931,0,0,spiral
,38717740080.52749,0,0,spiral
,18617655933.717438,0,0,spiral
,18167785763.740772,0,0,spiral
,31313455825.01814,1,0,spiral
,55187535463.59077,0,1,spiral
,33727798919.487537,0,1,elliptical
,42718107076.243935,0,0,spiral
,148643868692.65683,0,0,spiral
,17810946535.81827,1,0,spiral
,61750716340.0291,0,0,spiral
,25585741042.09327,0,0,spiral
,9486193954.904943,1,0,spiral
,12834590008.129822,1,0,spiral
,13606110697.473648,1,0,spiral
,24346806267.986713,0,0,spiral
,18672522868.6024,1,0,spiral
,41397489055.51476,0,1,spiral
,19804733374.663357,0,0,spiral
,419999719160.42523,0,0,spiral
,107776977483.50015,0,0,spiral
,7148418992.22274,1,0,spiral
,3710393752.187137,1,0,spiral
,32077979093.109238,1,0,spiral
,10364563102.5616,0,0,spiral
,20411738695.603497,0,0,spiral
,21182684608.470703,1,0,spiral
,14782265559.555695,0,0,spiral
,17672948015.8244,0,0,spiral
,127060628727.10364,0,1,elliptical
,26898310342.294937,0,0,spiral
,12791780542.859295,0,0,spiral
,37880787593.26423,1,0,spiral
,7379450093.505908,1,0,spiral
,6996196518.166775,1,0,irregular
,9486193954.904943,1,0,spiral
,175162848871.57077,0,0,spiral
,29616859152.72632,1,0,spiral
,10834478198.12713,1,0,spiral
,60517084907.377174,0,0,irregular
,60247773239.598755,0,0,elliptical
,40715333832.155396,0,0,spiral
,405842944271.6547,0,0,elliptical
,127470884699.79146,0,0,spiral
,28551438888.957638,1,0,spiral
,33788351227.949623,1,0,spiral
,81460299031.76399,1,0,spiral
,14402802320.278969,0,0,spiral
,193118108915.20566,0,0,spiral
,19207374313.738396,1,0,spiral
,40033263950.93419,0,0,elliptical
,4985239184.925522,0,0,spiral
,38528491013.667076,1,0,spiral
,36239316669.3395,1,0,spiral
,5852346075.563268,0,0,spiral
,7553530723.252061,1,0,elliptical
,11510203446.752474,1,0,spiral
,8932520056.249561,1,0,spiral
,30589191616.893585,0,0,spiral
,26800012710.33821,0,0,spiral
,32276319065.038006,1,0,spiral
,112679004133.60391,0,1,spiral
,60739050702.82688,0,1,spiral
,43133231868.71683,0,0,spiral
,27982789144.833256,0,0,spiral
,24833332302.44071,0,0,spiral
,13933428713.707642,1,0,spiral
,4374536051.534634,1,0,spiral
,18724619446.864193,0,0,spiral
,160282460250.09732,0,0,spiral
,48623699639.41197,0,0,spiral
,15764710505.085999,0,0,spiral
,18929580951.801403,1,0,spiral
,6868802038.122939,1,0,spiral
,39634464971.82238,0,0,spiral
,99884707000.3484,0,1,spiral
,17546196955.840046,0,0,spiral
,25339497601.010826,0,0,spiral
,8708492857.939129,0,0,spiral
,13366016718.10438,0,0,spiral
,206927399540.1799,0,1,irregular
,26211930031.083633,0,1,spiral
,7567074330.269697,1,0,spiral
,38777695853.31196,0,0,spiral
,44673605010.702866,0,1,spiral
,29227522263.50398,1,0,spiral
,12575984690.414595,1,0,spiral
,46646493218.61677,0,0,spiral
,31088087098.04326,0,0,spiral
,26561157678.24057,1,0,spiral
,9631701173.44464,0,0,spiral
,49576173154.17395,0,0,elliptical
,10090089070.531452,1,0,spiral
,14782265559.555695,1,0,spiral
,15828107820.411652,1,0,spiral
,13889096648.578827,0,0,spiral
,22945894898.049824,0,1,spiral
,82292640949.38885,1,0,spiral
,96249393155.8953,0,0,spiral
,17810946535.81827,1,0,spiral
,33136985672.543198,1,0,spiral
,8275971758.888443,1,0,spiral
,8989944280.64885,1,0,spiral
,8045906844.437963,1,0,elliptical
,15920217620.291393,1,0,spiral
,27690257857.12493,0,0,spiral
,299195460519.3036,0,1,spiral
,23094310470.737278,0,0,spiral
,32395747103.54546,0,0,elliptical
,10207984454.48322,1,0,spiral
,11792285900.921518,0,0,spiral
,5401321147.646348,1,0,spiral
,6740824185.546837,1,0,elliptical
,20486605286.137733,0,0,spiral
,221003422855.14526,0,0,spiral
,51369105105.19901,1,0,spiral
,7894906663.772093,1,0,spiral
,33255309953.76162,0,0,spiral
,11115167200.954777,0,0,elliptical
,12319582777.61913,0,0,spiral
,12480816557.641434,1,0,spiral
,16859822575.082935,0,0,spiral
,29004407623.08195,0,0,irregular
,31023800571.961193,1,0,spiral
,10458153213.04261,0,0,spiral
,9908114118.317308,1,0,spiral
,39250663271.135025,0,0,spiral
,94993305464.1117,0,0,spiral
,30787044540.566242,1,0,spiral
,4849377577.000457,1,0,spiral
,13889096648.578827,1,0,spiral
,9493667123.945765,0,0,spiral
,314283079554.72296,0,0,spiral
,77679603475.62392,0,0,spiral
,11639946923.569494,0,0,elliptical
,42718107076.243935,0,0,spiral
,6197749229.019272,1,0,spiral
,20775668165.039856,0,0,spiral
,21182684608.470703,1,0,spiral
,4595703482.669517,0,0,elliptical
,15598218512.595549,1,0,spiral
,47809037446.007416,0,0,spiral
,189295809518.01404,0,0,elliptical
,7741729628.773983,0,0,spiral
,12140735566.94001,1,0,spiral
,21114509645.233772,0,0,spiral
,9736099419.22075,1,0,spiral
,130012167889.82114,0,0,spiral
,19207374313.738396,1,0,spiral
,18853978174.35692,0,0,spiral
,33619248398.44172,1,0,spiral
,7940868423.082004,1,0,spiral
,6046262524.297344,1,0,irregular
,7888691997.585718,1,0,spiral
,8089263828.326082,0,0,spiral
,3335462021.3558617,1,0,spiral
,12092107515.516874,1,0,spiral
,6345166168.9131,0,0,elliptical
,33470407507.96971,0,0,spiral
,5862839430.033204,1,0,elliptical
,10810455664.402016,1,0,spiral
,12319582777.61913,0,0,spiral
,60982608899.935936,0,0,spiral
,19284394178.30528,1,0,spiral
,17926148921.341434,0,0,elliptical
,224045899582.00943,0,0,spiral
,163260078129.96173,0,0,spiral
,38528491013.667076,0,0,spiral
,29331886782.28669,1,0,spiral
,5201947921.388159,1,0,spiral
,194784322892.4144,0,0,spiral
,22543949348.590195,0,0,spiral
,59429626385.45482,0,0,spiral
,29026989778.91065,1,0,spiral
,34734575850.26909,1,0,spiral
,21589172678.61629,1,0,spiral
,44982231880.96297,1,0,spiral
,9736099419.22075,0,0,spiral
,23641171853.681995,0,0,spiral
,35847015199.99686,1,0,spiral
,8634595555.020325,1,0,spiral
,20635167571.864937,0,0,spiral
,22228747876.139507,1,0,spiral
,24026693042.058952,0,0,spiral
,44117917070.2496,0,0,spiral
,10810455664.402016,0,0,spiral
,45879005995.289764,0,0,irregular
,31023800571.961193,0,0,spiral
,41832228396.651985,0,0,spiral
,48588780599.68906,0,1,spiral
,6443176080.479023,1,0,spiral
,19075590905.657467,0,0,spiral
,16450003701.165112,0,0,spiral
,9571852552.522436,1,0,spiral
,7422393929.815818,0,0,spiral
,7379450093.505908,1,0,spiral
,31860970464.87568,0,0,spiral
,1834412495.40136,1,0,elliptical
,39504539168.921135,0,0,spiral
,24112486638.747288,1,0,spiral
,13352604945.04238,1,0,spiral
,23301989380.50407,0,0,irregular
,7476029389.61839,1,0,spiral
,43466032460.624535,0,0,spiral
,24466395959.82306,1,0,spiral
,32605284948.1303,1,0,spiral
,18167785763.740772,0,0,spiral
,14172517437.236685,1,0,spiral
,15942447665.611904,0,0,spiral
,47254698872.790886,0,1,spiral
,194590663995.65762,0,0,spiral
,4351079314.63277,1,0,spiral
,178762327263.52502,1,0,spiral
,49997581844.92645,0,0,spiral
,4968222073.0548315,1,0,spiral
,25308767723.40137,0,0,spiral
,23641171853.681995,1,0,spiral
,9486193954.904943,1,0,spiral
,34920383135.28912,0,0,spiral
,58475911479.91523,0,0,spiral
,9516472566.889147,0,0,spiral
,13497862507.530582,0,0,spiral
,11983895132.769018,1,0,spiral
,276996958230.75336,0,0,irregular
,77120529017.5043,1,0,spiral
,29942840713.212494,0,0,spiral
,8242842468.737801,0,0,elliptical
,4816482647.743662,0,0,spiral
,20222926340.613167,1,0,spiral
,7422393929.815818,1,0,spiral
,11660844393.28819,1,0,spiral
,6813903834.165734,1,0,spiral
,15219030941.739092,0,0,spiral
,16063974275.65836,1,0,spiral
,17609174614.92638,1,0,spiral
,87001752335.97475,0,0,spiral
,87282665384.23929,0,0,spiral
,21605981505.329002,0,0,spiral
,9177047931.080141,1,0,spiral
,34947571331.780045,0,0,spiral
,31642369671.032326,1,0,spiral
,30701387276.347553,1,0,spiral
,30123331421.65907,1,0,spiral
,28039030949.352844,1,0,spiral
,8873827865.121668,1,0,spiral
,75001336076.82115,0,0,spiral
,31001592258.07556,1,0,spiral
,34637935565.83988,0,0,spiral
,20568754753.253773,1,0,spiral
,12508550896.13562,1,0,spiral
,15177736192.84471,1,0,spiral
,5176318610.64977,0,0,elliptical
,22707430833.09027,0,0,irregular
,68051233240.85939,1,0,spiral
,14782265559.555695,1,0,spiral
,303314379645.77234,0,0,spiral
,104742515566.91983,0,1,spiral
,18299532714.588203,0,0,spiral
,4840698124.240186,0,0,spiral
,30220594254.031143,1,0,spiral
,6082288274.493917,1,0,spiral
,418464865212.7019,0,0,spiral
,24190341531.79325,1,0,spiral
,22763026291.258694,1,0,spiral
,21433791414.08221,0,0,irregular
,9322448653.113571,1,0,spiral
,3620328673.6431193,1,0,irregular
,30003021969.106518,0,0,spiral
,32324215986.001865,0,0,spiral
,9801848823.727747,1,0,spiral
,10148900623.907106,1,0,spiral
,37758870973.66238,0,0,spiral
,6943253152.256418,0,0,spiral
,31860970464.87568,0,0,spiral
,120907989603.19164,0,0,spiral
,10041763758.702192,0,0,spiral
,15307631537.903717,1,0,spiral
,48623699639.41197,0,0,spiral
